"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","FDISTOCK","OUTWARD","PC_GDP","A","2016",11.319017058355,
"BRA","FDISTOCK","OUTWARD","PC_GDP","A","2017",11.616539244628,
"BRA","FDISTOCK","OUTWARD","PC_GDP","A","2018",11.159073965643,
"BRA","FDISTOCK","OUTWARD","PC_GDP","A","2019",13.830768904287,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2012",207196.83268079,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2013",216448.72888373,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2014",224873.30094753,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2015",231126.47016457,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2016",247446.74537739,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2017",270782.40407804,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2018",265629.25440415,
"CHL","FDISTOCK","INWARD","MLN_USD","A","2019",265717.7395215,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2012",97091.718960153,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2013",102326.05277868,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2014",106972.01779921,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2015",107502.35991214,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2016",117313.88626867,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2017",123335.19902525,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2018",122064.21220198,
"CHL","FDISTOCK","OUTWARD","MLN_USD","A","2019",129272.92266398,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2012",77.566280569159,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2013",77.751772956927,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2014",86.30994088757,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2015",94.755380027464,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2016",98.804762247496,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2017",97.739502275096,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2018",89.060227857811,
"CHL","FDISTOCK","INWARD","PC_GDP","A","2019",94.119946755647,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2012",36.34729072045,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2013",36.757120562719,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2014",41.057557717927,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2015",44.072956940289,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2016",46.843091928437,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2017",44.51811042439,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2018",40.925712705772,
"CHL","FDISTOCK","OUTWARD","PC_GDP","A","2019",45.78979416275,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2005",471549,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2006",614383,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2007",703667,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2008",915524,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2009",1314771,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2010",1569604,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2011",1906908,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2012",2068027,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2013",2331238,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2014",2599102,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2015",2696344,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2016",2755147,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2017",2725661.869,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2018",2827063.524,
"CHN","FDISTOCK","INWARD","MLN_USD","A","2019",2928075.84,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2005",64493,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2006",90630,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2007",115960,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2008",185694,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2009",245750,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2010",317210,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2011",424780,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2012",531943,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2013",660480,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2014",882640,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2015",1095909,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2016",1357390,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2017",1809040.023,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2018",1982292.25,
"CHN","FDISTOCK","OUTWARD","MLN_USD","A","2019",2094534.823,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2005",20.628040405935,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2006",22.323999155705,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2007",19.819778306073,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2008",19.92722953734,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2009",25.771281612855,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2010",25.785352209337,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2011",25.251890156103,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2012",24.237949138101,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2013",24.358657157291,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2014",24.810949937907,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2015",24.375773901015,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2016",24.52657205915,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2017",22.1409663492,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2018",20.346041351698,
"CHN","FDISTOCK","INWARD","PC_GDP","A","2019",20.414762000578,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2005",2.8212639829582,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2006",3.2930990009189,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2007",3.2661777408522,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2008",4.0418022484465,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2009",4.8170308413854,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2010",5.211105205086,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2011",5.6250736273115,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2012",6.234544993063,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2013",6.901228394204,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2014",8.4256550351599,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2015",9.907352325997,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2016",12.083610655754,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2017",14.695107536686,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2018",14.266322545376,
"CHN","FDISTOCK","OUTWARD","PC_GDP","A","2019",14.603252186756,
"EST","FDISTOCK","INWARD","MLN_USD","A","2005",11191.607880146,
"EST","FDISTOCK","INWARD","MLN_USD","A","2006",12119.352034769,
"EST","FDISTOCK","INWARD","MLN_USD","A","2007",15670.602090387,
"EST","FDISTOCK","INWARD","MLN_USD","A","2008",15449.773138483,
"EST","FDISTOCK","INWARD","MLN_USD","A","2009",15841.862843971,
"EST","FDISTOCK","INWARD","MLN_USD","A","2010",15550.893907002,
"EST","FDISTOCK","INWARD","MLN_USD","A","2011",16348.746280243,
"EST","FDISTOCK","INWARD","MLN_USD","A","2013",21780.119983451,
"EST","FDISTOCK","INWARD","MLN_USD","A","2015",18447.376156777,
"EST","FDISTOCK","INWARD","MLN_USD","A","2016",19126.827237272,
"EST","FDISTOCK","INWARD","MLN_USD","A","2017",23202.236747421,
"EST","FDISTOCK","INWARD","MLN_USD","A","2018",24090.585069842,
"EST","FDISTOCK","INWARD","MLN_USD","A","2019",27150.574028308,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2005",1891.9558806181,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2006",3459.4745160016,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2007",5948.1289562785,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2008",6445.7898399443,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2009",6262.4665033857,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2010",5544.6806520577,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2011",4804.9514814336,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2015",5606.511703865,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2016",5844.2437019079,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2017",7225.8047493404,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2018",7302.773070758,
"EST","FDISTOCK","OUTWARD","MLN_USD","A","2019",9331.8355425747,
"EST","FDISTOCK","INWARD","PC_GDP","A","2005",79.397318899707,
"EST","FDISTOCK","INWARD","PC_GDP","A","2006",71.201931924312,
"EST","FDISTOCK","INWARD","PC_GDP","A","2007",69.830853135303,
"EST","FDISTOCK","INWARD","PC_GDP","A","2008",63.467526901108,
"EST","FDISTOCK","INWARD","PC_GDP","A","2009",80.200187536873,
"EST","FDISTOCK","INWARD","PC_GDP","A","2010",78.964201095798,
"EST","FDISTOCK","INWARD","PC_GDP","A","2011",69.800216376954,
"EST","FDISTOCK","INWARD","PC_GDP","A","2013",86.160309445345,
"EST","FDISTOCK","INWARD","PC_GDP","A","2015",80.003886516135,
"EST","FDISTOCK","INWARD","PC_GDP","A","2016",79.652632084855,
"EST","FDISTOCK","INWARD","PC_GDP","A","2017",86.38501196027,
"EST","FDISTOCK","INWARD","PC_GDP","A","2018",78.350500435298,
"EST","FDISTOCK","INWARD","PC_GDP","A","2019",86.502609450753,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2005",13.422220114064,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2006",20.32462364948,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2007",26.505868579901,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2008",26.479245772649,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2009",31.704035880229,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2010",28.154733781826,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2011",20.514518198263,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2015",24.314716754047,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2016",24.338035139209,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2017",26.902631694064,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2018",23.751018209001,
"EST","FDISTOCK","OUTWARD","PC_GDP","A","2019",29.731530705626,
"IND","FDISTOCK","INWARD","MLN_USD","A","2005",50614.177299456,
"IND","FDISTOCK","INWARD","MLN_USD","A","2006",70281.92,
"IND","FDISTOCK","INWARD","MLN_USD","A","2007",105790.48,
"IND","FDISTOCK","INWARD","MLN_USD","A","2008",125211.65,
"IND","FDISTOCK","INWARD","MLN_USD","A","2009",171436.98,
"IND","FDISTOCK","INWARD","MLN_USD","A","2010",205602.89,
"IND","FDISTOCK","INWARD","MLN_USD","A","2011",206373.2,
"IND","FDISTOCK","INWARD","MLN_USD","A","2012",224987.49,
"IND","FDISTOCK","INWARD","MLN_USD","A","2013",226548.83,
"IND","FDISTOCK","INWARD","MLN_USD","A","2014",265837.97,
"IND","FDISTOCK","INWARD","MLN_USD","A","2015",282616.82,
"IND","FDISTOCK","INWARD","MLN_USD","A","2016",318319.65,
"IND","FDISTOCK","INWARD","MLN_USD","A","2017",377286.82,
"IND","FDISTOCK","INWARD","MLN_USD","A","2018",386172,
"IND","FDISTOCK","INWARD","MLN_USD","A","2019",426939.65,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2005",12832.304449129,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2006",26799.35,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2007",44080.35,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2008",63337.82,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2009",80943.29,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2010",96911.42,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2011",109519.1,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2012",118072.31,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2013",119837.53,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2014",132740.55,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2015",139038.29,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2016",144085.58,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2017",155175.73,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2018",166593.52,
"IND","FDISTOCK","OUTWARD","MLN_USD","A","2019",179734.22,
"IND","FDISTOCK","INWARD","PC_GDP","A","2005",6.2326144970711,
"IND","FDISTOCK","INWARD","PC_GDP","A","2006",7.6464170530025,
"IND","FDISTOCK","INWARD","PC_GDP","A","2007",9.0456950459418,
"IND","FDISTOCK","INWARD","PC_GDP","A","2008",9.9782618449157,
"IND","FDISTOCK","INWARD","PC_GDP","A","2009",13.211440797577,
"IND","FDISTOCK","INWARD","PC_GDP","A","2010",12.034398815307,
"IND","FDISTOCK","INWARD","PC_GDP","A","2011",11.320203702363,
"IND","FDISTOCK","INWARD","PC_GDP","A","2012",12.310294112015,
"IND","FDISTOCK","INWARD","PC_GDP","A","2013",12.201554783944,
"IND","FDISTOCK","INWARD","PC_GDP","A","2014",13.036852045017,
"IND","FDISTOCK","INWARD","PC_GDP","A","2015",13.434989170883,
"IND","FDISTOCK","INWARD","PC_GDP","A","2016",13.901914790847,
"IND","FDISTOCK","INWARD","PC_GDP","A","2017",14.22518734129,
"IND","FDISTOCK","INWARD","PC_GDP","A","2018",14.204121627288,
"IND","FDISTOCK","INWARD","PC_GDP","A","2019",14.543671246129,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2005",1.5801660919485,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2006",2.9156717239567,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2007",3.7691236831365,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2008",5.047464454355,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2009",6.2377293615187,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2010",5.6724430188591,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2011",6.0074589205355,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2012",6.4603808086617,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2013",6.4542561860398,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2014",6.5096754640589,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2015",6.6095780162275,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2016",6.2926227009539,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2017",5.8507313615447,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2018",6.1276183161856,
"IND","FDISTOCK","OUTWARD","PC_GDP","A","2019",6.1226344457805,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2010",160735.06,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2011",184803.73,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2012",211634.52,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2013",230799.1,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2014",217486.82,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2015",222409.63,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2016",249859.42,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2017",231492.13,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2018",225720,
"IDN","FDISTOCK","INWARD","MLN_USD","A","2019",233746,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2010",6672.25,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2011",6203.6,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2012",12400.96,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2013",19350.26,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2014",25396.25,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2015",29350.93,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2016",59134.25,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2017",65928.39,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2018",72765,
"IDN","FDISTOCK","OUTWARD","MLN_USD","A","2019",79632,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2010",21.286756010045,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2011",20.695422719554,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2012",23.057136964618,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2013",25.292384058679,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2014",24.414369855552,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2015",25.835923202791,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2016",26.812477692881,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2017",22.79321264959,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2018",21.657193643347,
"IDN","FDISTOCK","INWARD","PC_GDP","A","2019",20.885268177687,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2010",0.88363147273545,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2011",0.69471608816027,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2012",1.3510585759485,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2013",2.1205204333781,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2014",2.850901219872,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2015",3.4095123192754,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2016",6.345711356451,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2017",6.491450974662,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2018",6.9815953192368,
"IDN","FDISTOCK","OUTWARD","PC_GDP","A","2019",7.1151406891479,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2005",30811.1,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2006",43372,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2007",49089,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2008",48248,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2009",56253,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2010",60086,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2011",64842,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2012",75805,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2013",86531,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2014",89619,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2015",99313,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2016",107483,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2017",127161,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2018",143971,
"ISR","FDISTOCK","INWARD","MLN_USD","A","2019",164423,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2005",23113.9,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2006",39328.7,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2007",49840.5,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2008",54417.1,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2009",57438.2,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2010",67892.9,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2011",72176.7,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2012",72564.9,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2013",77745.3,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2014",79011.2,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2015",84695.6,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2016",94632.9,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2017",101540.1,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2018",104878.9,
"ISR","FDISTOCK","OUTWARD","MLN_USD","A","2019",112055,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2005",21.617440392791,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2006",28.157419790436,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2007",27.430136661748,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2008",22.326297674406,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2009",27.114283138997,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2010",25.678249643049,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2011",24.799153703351,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2012",29.475453194085,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2013",29.569479100672,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2014",28.950586076622,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2015",33.124970189762,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2016",33.698948990847,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2017",35.997105760341,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2018",38.849342126566,
"ISR","FDISTOCK","INWARD","PC_GDP","A","2019",41.61567729785,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2005",16.216991782018,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2006",25.532479842113,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2007",27.8500626676,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2008",25.18098932967,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2009",27.685556642211,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2010",29.014593003205,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2011",27.604347137668,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2012",28.215596774401,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2013",26.567218956506,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2014",25.523834751751,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2015",28.249466084037,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2016",29.670080570471,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2017",28.74426686339,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2018",28.300673524237,
"ISR","FDISTOCK","OUTWARD","PC_GDP","A","2019",28.361267703488,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2005",178635,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2006",263903,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2007",488280,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2008",212887,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2009",367379,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2010",464228,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2011",408942,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2012",438195,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2013",471475,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2014",290039,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2015",262748,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2016",393910,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2017",441123,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2018",408097,
"RUS","FDISTOCK","INWARD","MLN_USD","A","2019",492056,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2005",139241,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2006",232881,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2007",363481,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2008",197273,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2009",288289,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2010",336355,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2011",315742,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2012",332836,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2013",385322,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2014",332961,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2015",290092,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2016",342849,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2017",388693,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2018",346593,
"RUS","FDISTOCK","OUTWARD","MLN_USD","A","2019",406825,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2005",21.768191035115,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2006",24.819732168133,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2007",34.977027253543,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2008",11.933763288964,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2009",27.975114888044,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2010",28.342843466825,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2011",19.988142271239,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2012",19.843136899735,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2013",20.566245141703,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2014",14.084738906482,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2015",19.270368072332,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2016",30.851685403819,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2017",28.022060743273,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2018",24.443049551894,
"RUS","FDISTOCK","INWARD","PC_GDP","A","2019",28.946566660209,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2005",16.967697751955,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2006",21.902153621016,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2007",26.037283614207,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2008",11.058492464565,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2009",21.952582744139,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2010",20.535721917429,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2011",15.43274111489,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2012",15.072080496492,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2013",16.808158885394,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2014",16.169097090533,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2015",21.275821756356,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2016",26.852503081957,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2017",24.691478015168,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2018",20.759255454805,
"RUS","FDISTOCK","OUTWARD","PC_GDP","A","2019",23.932615355853,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2007",73479.733333333,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2008",112935.46666667,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2009",148088.8,
"SAU","FDISTOCK","INWARD","MLN_USD","A","2010",176377.86666667,
